Date,Radio Flux 10.7cm,Sunspot Number,Sunspot Area (10^6 Hemis.),New Regions,Stanford Mean Solar Field (GOES15),Stanford Background X-Ray Flux,Flares: C,Flares: M,Flares: X,Flares: S,Flares: 1,Flares: 2,Flares: 3
2002-06-26,144,102,860,0,-999,B3.6,2,0,0,2,0,0,0
2002-06-27,139,106,820,1,-999,B2.9,0,0,0,1,0,0,0
2002-06-28,137,94,730,0,-999,B3.3,2,0,0,1,0,0,0
2002-06-29,143,105,950,2,-999,B3.9,4,0,0,1,0,0,0
2002-06-30,147,111,1070,0,-999,B5.9,3,0,0,2,0,0,0
2002-07-01,147,100,1000,0,-999,B5.9,7,0,0,3,0,0,0
2002-07-02,149,85,1010,1,-999,B5.4,7,1,0,9,0,0,0
2002-07-03,173,147,1200,4,-999,B7.5,9,2,1,11,3,0,0
2002-07-04,146,175,1270,1,-999,C1.4,17,1,0,15,1,0,0
2002-07-05,139,149,1050,1,-999,B4.7,8,1,0,13,0,0,0
2002-07-06,134,123,830,0,-999,B4.5,4,1,0,1,1,0,0
2002-07-07,137,121,690,1,-999,B6.6,3,1,0,1,0,0,0
2002-07-08,131,125,530,2,-999,B5.3,2,2,0,0,0,0,0
2002-07-09,136,129,780,1,-999,B6.5,5,1,0,0,0,0,0
2002-07-10,129,118,840,0,-999,B4.4,4,0,0,8,0,0,0
2002-07-11,136,99,860,1,-999,B5.2,9,2,0,5,1,1,0
2002-07-12,133,93,750,0,-999,B6.5,6,1,0,8,0,1,0
2002-07-13,135,141,840,2,-999,C1.3,6,0,0,7,1,0,0
2002-07-14,144,152,850,1,-999,B3.8,6,0,0,5,0,0,0
2002-07-15,160,209,1140,2,-999,B7.3,8,1,1,10,0,0,1
2002-07-16,172,182,2080,1,-999,C2.0,8,0,0,18,0,0,0
2002-07-17,180,179,2330,0,-999,B7.6,6,1,0,13,1,0,0
2002-07-18,181,166,2150,0,-999,B7.4,11,1,1,6,1,1,0
2002-07-19,182,148,2050,0,-999,B9.7,6,0,0,9,0,0,0
2002-07-20,185,136,1650,0,-999,C1.3,3,0,1,5,2,0,0
2002-07-21,183,131,1640,1,-999,C8.6,5,0,0,2,0,0,0
2002-07-22,190,176,1900,4,-999,B9.3,4,0,0,5,0,0,0
2002-07-23,198,226,2390,2,-999,C8.6,6,0,1,9,0,1,0
2002-07-24,208,270,2330,2,-999,C1.3,9,1,0,8,1,0,0
2002-07-25,218,299,2130,1,-999,C1.3,12,0,0,7,0,0,0
2002-07-26,242,319,2710,3,-999,C1.8,6,7,0,16,2,1,0
2002-07-27,231,323,2580,1,-999,C9.8,6,0,0,9,0,0,0
2002-07-28,239,300,2410,3,-999,C1.2,14,2,0,13,1,0,0
2002-07-29,234,304,2560,1,-999,C4.6,10,3,0,10,1,0,0
2002-07-30,227,297,1860,0,-999,C1.4,5,0,0,7,0,0,0
2002-07-31,209,265,2230,1,-999,C1.7,13,1,0,20,1,0,0
2002-08-01,193,259,2170,2,-999,C1.9,19,0,0,27,0,0,0
2002-08-02,180,220,2210,1,-999,C1.2,17,1,0,15,0,0,0
2002-08-03,168,218,1680,2,-999,C1.3,11,0,1,15,0,0,0
2002-08-04,151,150,1310,0,-999,C1.5,8,1,0,0,0,0,0
2002-08-05,142,144,780,1,-999,B9.5,2,1,0,2,0,0,0
2002-08-06,145,135,910,1,-999,B8.0,8,0,0,8,2,0,0
2002-08-07,136,141,970,1,-999,B6.8,7,1,0,2,0,0,0
2002-08-08,135,150,880,1,-999,B5.5,5,0,0,2,0,0,0
2002-08-09,140,164,770,1,-999,B6.8,3,0,0,1,0,0,0
2002-08-10,148,140,870,2,-999,B8.0,2,0,0,0,0,0,0
2002-08-11,172,180,1280,4,-999,B8.5,12,0,0,5,0,0,0
2002-08-12,184,230,1930,4,-999,B8.9,5,0,0,4,1,0,0
2002-08-13,192,214,2110,1,-999,B9.3,13,1,0,8,2,0,0
2002-08-14,208,254,2620,3,-999,C1.2,7,2,0,14,2,0,0
2002-08-15,210,281,2820,0,-999,C1.1,11,2,0,12,0,0,0
2002-08-16,214,247,2830,1,-999,C1.6,1,4,0,8,3,1,0
2002-08-17,227,270,2730,2,-999,C1.9,14,2,0,23,1,0,0
2002-08-18,241,308,2850,1,-999,C1.6,12,3,0,20,4,0,0
2002-08-19,237,247,3420,1,-999,C1.7,11,2,0,16,1,0,0
2002-08-20,228,209,2940,0,-999,C1.5,18,4,0,18,5,0,0
2002-08-21,220,238,2710,0,-999,C1.8,12,1,1,17,2,0,0
2002-08-22,220,205,2570,2,-999,C1.9,14,2,0,26,2,1,0
2002-08-23,225,207,2370,1,-999,C1.7,8,5,0,39,1,4,0
2002-08-24,196,199,1440,1,-999,C3.0,5,2,1,8,2,0,0
2002-08-25,179,136,1380,0,-999,C1.1,4,2,0,5,0,0,0
2002-08-26,169,105,1320,1,-999,C3.5,7,1,0,8,1,0,0
2002-08-27,161,133,1070,2,-999,B7.4,6,0,0,2,0,0,0
2002-08-28,163,87,1070,0,-999,C1.0,12,3,0,6,0,0,0
2002-08-29,169,146,910,3,-999,C2.3,11,3,0,12,1,0,0
2002-08-30,170,150,1300,1,-999,C1.3,10,0,1,15,0,0,0
2002-08-31,180,153,1740,2,-999,C1.3,11,0,0,5,0,0,0
2002-09-01,181,187,1560,3,-999,C1.7,5,0,0,2,0,0,0
2002-09-02,174,227,1890,1,-999,B9.4,8,0,0,1,0,0,0
2002-09-03,171,266,1750,1,-999,C1.3,7,1,0,4,0,0,0
2002-09-04,171,215,1380,0,-999,B9.7,13,0,0,10,0,0,0
2002-09-05,175,225,1260,0,-999,B6.4,8,0,0,6,0,0,0
2002-09-06,178,189,990,0,-999,B7.5,3,0,0,1,0,0,0
2002-09-07,183,180,1060,2,-999,B9.4,6,0,0,1,0,0,0
2002-09-08,192,221,1620,2,-999,B8.3,1,1,0,7,0,0,0
2002-09-09,206,194,1920,0,-999,B9.6,4,1,0,7,0,1,0
2002-09-10,221,226,2570,3,-999,B9.3,13,1,0,10,1,0,0
2002-09-11,216,213,2240,0,-999,B8.7,7,1,0,6,0,1,0
2002-09-12,212,258,1850,3,-999,B7.0,8,0,0,8,0,0,0
2002-09-13,206,246,1760,0,-999,B7.5,1,0,0,1,0,0,0
2002-09-14,207,256,1770,2,-999,B6.5,8,0,0,5,0,0,0
2002-09-15,188,168,1460,2,-999,B7.7,10,1,0,6,0,0,0
2002-09-16,183,190,1530,5,-999,B9.0,8,1,0,10,1,0,0
2002-09-17,194,228,1480,1,-999,B6.7,10,0,0,17,1,0,0
2002-09-18,177,225,1570,2,-999,C1.1,7,0,0,13,2,0,0
2002-09-19,165,206,1500,1,-999,B6.4,5,0,0,7,1,0,0
2002-09-20,164,237,1730,2,-999,B8.2,5,2,0,10,0,0,0
2002-09-21,159,217,1500,0,-999,B7.6,7,0,0,3,0,0,0
2002-09-22,160,218,1500,4,-999,B5.2,3,0,0,6,0,0,0
2002-09-23,154,209,1600,1,-999,B9.7,2,0,0,0,1,0,0
2002-09-24,158,240,1430,1,-999,B4.8,3,0,0,2,0,0,0
2002-09-25,153,230,1670,0,-999,B6.0,3,0,0,9,0,0,0
2002-09-26,150,157,1270,0,-999,B7.9,12,0,0,10,0,0,0
2002-09-27,152,185,970,1,-999,B6.2,5,2,0,6,0,0,0
2002-09-28,149,140,790,0,-999,C1.3,8,0,0,4,0,0,0
2002-09-29,138,146,720,2,-999,B6.0,7,1,0,4,1,1,0
2002-09-30,140,94,520,0,-999,B9.0,14,1,0,15,2,0,0
2002-10-01,140,105,650,1,-999,*,3,0,0,3,0,0,0
2002-10-02,136,99,870,1,-999,*,8,0,0,5,0,0,0
2002-10-03,146,81,720,0,-999,*,4,1,0,7,1,0,0
2002-10-04,158,98,910,1,-999,*,12,6,0,16,3,0,0
2002-10-05,155,155,1370,2,-999,*,9,2,0,11,1,0,0
2002-10-06,162,126,1095,0,-999,*,4,2,0,2,1,0,0
2002-10-07,164,143,1100,2,-999,*,3,0,0,1,0,0,0
2002-10-08,165,128,1010,1,-999,*,8,0,0,5,0,0,0
2002-10-09,167,226,1470,6,-999,*,2,0,0,2,0,0,0
2002-10-10,172,244,1420,3,-999,*,4,0,0,4,0,0,0
2002-10-11,179,178,1310,2,-999,*,10,0,0,7,0,0,0
2002-10-12,180,171,1680,2,-999,*,1,0,0,0,0,0,0
2002-10-13,179,167,1570,1,-999,*,3,1,0,1,1,0,0
2002-10-14,181,175,1490,1,-999,*,5,0,0,4,1,0,0
2002-10-15,177,165,1090,1,-999,*,7,1,0,3,1,0,0
2002-10-16,183,182,1330,0,-999,*,7,0,0,6,0,0,0
2002-10-17,179,215,1210,1,-999,*,9,0,0,6,0,0,0
2002-10-18,173,200,1660,1,-999,*,16,0,0,13,0,0,0
2002-10-19,180,156,1610,0,-999,*,11,0,0,17,1,0,0
2002-10-20,180,179,1770,2,-999,*,11,4,0,25,5,1,0
2002-10-21,183,139,1420,0,-999,*,11,0,0,15,0,0,0
2002-10-22,169,132,1610,0,-999,B7.1,4,1,0,6,0,0,0
2002-10-23,164,116,1580,2,-999,B6.7,3,0,0,4,0,0,0
2002-10-24,160,149,1480,2,-999,B4.8,4,0,0,2,1,0,0
2002-10-25,173,151,1340,2,-999,B5.5,3,1,0,4,2,0,0
2002-10-26,158,143,1300,0,-999,B5.4,2,0,0,0,0,0,0
2002-10-27,157,120,1020,1,-999,B6.0,9,0,0,14,0,0,0
2002-10-28,158,143,1230,1,-999,B6.9,12,1,0,24,1,0,0
2002-10-29,162,168,1220,3,-999,B9.4,14,1,0,29,0,0,1
2002-10-30,168,182,1390,1,-999,C2.3,14,0,0,11,2,0,0
2002-10-31,170,134,920,1,-999,C1.1,7,1,1,1,0,0,0
2002-11-01,162,169,950,2,-999,B7.0,5,0,0,4,0,0,0
2002-11-02,165,177,1050,2,-999,B6.3,4,0,0,2,1,0,0
2002-11-03,169,217,1280,3,-999,B6.4,4,1,0,7,1,0,0
2002-11-04,177,166,1540,0,-999,B8.3,8,0,0,12,0,0,0
2002-11-05,183,175,1660,1,-999,B7.3,11,0,0,14,0,0,0
2002-11-06,185,234,1550,3,-999,B6.7,12,0,0,19,0,0,0
2002-11-07,190,259,1430,1,-999,B7.2,2,0,0,13,0,0,0
2002-11-08,189,252,1510,1,-999,B8.4,8,0,0,8,1,0,0
2002-11-09,191,174,1730,0,-999,C1.2,6,1,0,14,0,1,0
2002-11-10,191,219,1560,0,-999,C1.2,17,1,0,8,0,1,0
2002-11-11,185,197,1340,1,-999,C1.4,4,2,0,9,3,0,0
2002-11-12,178,155,1250,1,-999,B8.3,4,1,0,7,1,1,0
2002-11-13,182,182,1190,2,-999,C1.1,4,1,0,5,0,0,0
2002-11-14,184,185,1290,2,-999,C1.1,8,1,0,7,1,0,0
2002-11-15,198,185,1640,1,-999,C1.2,7,1,0,13,1,0,0
2002-11-16,199,162,2130,0,-999,C1.0,5,0,0,20,0,0,0
2002-11-17,185,139,2360,0,-999,C1.0,7,1,0,14,0,0,0
2002-11-18,179,119,2070,0,-999,B8.5,8,1,0,4,2,0,0
2002-11-19,168,105,1580,0,-999,B8.6,4,0,0,8,0,0,0
2002-11-20,159,108,1360,2,-999,B7.1,8,1,0,5,0,0,0
2002-11-21,151,143,1190,1,-999,B6.3,9,0,0,10,0,0,0
2002-11-22,149,124,1110,0,-999,B6.4,3,0,0,3,0,1,0
2002-11-23,148,126,1120,0,-999,B5.9,10,0,0,4,0,0,0
2002-11-24,146,123,990,1,-999,B4.1,8,0,0,5,0,0,0
2002-11-25,137,106,880,0,-999,B4.3,5,0,0,1,0,0,0
2002-11-26,142,100,790,1,-999,B5.1,3,0,0,2,0,0,0
2002-11-27,143,112,760,4,-999,B8.3,8,0,0,14,0,0,0
2002-11-28,140,124,840,0,-999,B7.6,14,0,0,5,1,0,0
2002-11-29,141,107,620,1,-999,B4.9,1,0,0,2,0,0,0
2002-11-30,146,150,740,2,-999,B4.4,1,0,0,1,0,0,0
2002-12-01,150,97,620,0,-999,B5.0,5,0,0,3,0,0,0
2002-12-02,146,155,850,2,-999,B3.6,3,0,0,2,1,0,0
2002-12-03,146,135,740,1,-999,B4.1,2,0,0,5,0,0,0
2002-12-04,149,144,770,0,-999,B4.2,0,1,0,3,0,1,0
2002-12-05,149,153,860,2,-999,B3.8,2,0,0,0,0,0,0
2002-12-06,148,112,700,0,-999,B3.8,2,0,0,2,0,0,0
2002-12-07,151,106,490,0,-999,B4.0,2,0,0,0,0,0,0
2002-12-08,154,150,660,3,-999,B5.0,3,0,0,5,0,0,0
2002-12-09,156,189,750,3,-999,B7.7,5,0,0,1,0,0,0
2002-12-10,161,142,580,0,-999,C1.0,5,1,0,5,0,0,0
2002-12-11,152,171,500,1,-999,B9.1,4,0,0,0,0,0,0
2002-12-12,153,129,430,2,-999,B9.4,3,0,0,1,0,0,0
2002-12-13,167,176,810,3,-999,B9.7,9,0,0,13,0,0,0
2002-12-14,186,214,1260,2,-999,C1.1,6,0,0,21,1,0,0
2002-12-15,203,217,1350,0,-999,C1.1,12,0,0,9,0,0,0
2002-12-16,203,194,1200,0,-999,C1.4,10,3,0,11,3,0,0
2002-12-17,213,252,1550,1,-999,C1.3,10,1,0,15,1,0,0
2002-12-18,197,261,1820,0,-999,C1.1,11,1,0,7,1,0,0
2002-12-19,193,225,1360,1,-999,B9.2,12,1,0,12,0,2,0
2002-12-20,197,203,1650,0,-999,C1.0,12,1,0,10,1,0,0
2002-12-21,184,199,1180,1,-999,B6.9,7,0,0,7,1,0,0
2002-12-22,172,168,930,0,-999,B8.6,4,1,0,1,0,1,0
2002-12-23,159,160,1600,1,-999,B7.4,5,0,0,6,0,0,0
2002-12-24,147,119,700,1,-999,B7.1,5,0,0,7,0,0,0
2002-12-25,132,77,350,1,-999,B7.4,5,0,0,1,0,0,0
2002-12-26,127,62,310,0,-999,B4.2,2,0,0,4,0,0,0
2002-12-27,117,63,200,1,-999,B2.7,0,0,0,3,0,0,0
2002-12-28,117,70,150,2,-999,B2.6,1,0,0,0,0,0,0
2002-12-29,115,51,100,1,-999,B1.9,0,0,0,0,0,0,0
2002-12-30,114,44,90,0,-999,B1.5,0,0,0,1,0,0,0
2002-12-31,115,50,150,1,-999,B1.8,0,0,0,4,0,0,0
2003-01-01,115,47,120,0,-999,B1.7,0,0,0,1,0,0,0
2003-01-02,118,74,160,2,-999,B1.8,1,0,0,1,0,0,0
2003-01-03,138,108,330,3,-999,B3.3,7,0,0,16,0,0,0
2003-01-04,143,117,640,0,-999,B4.4,5,0,0,12,0,0,0
2003-01-05,148,128,660,0,-999,B4.6,3,0,0,7,0,0,0
2003-01-06,162,141,520,2,-999,B7.4,5,0,0,2,0,0,0
2003-01-07,163,199,850,4,-999,B9.3,5,2,0,7,1,0,0
2003-01-08,174,198,1270,0,-999,B9.4,8,0,0,12,1,0,0
2003-01-09,183,206,1300,1,-999,C1.1,8,1,0,19,2,0,0
2003-01-10,185,199,1160,2,-999,B7.6,2,0,0,2,0,0,0
2003-01-11,189,238,1490,0,-999,B8.7,11,0,0,12,0,0,0
2003-01-12,173,232,1210,2,-999,B7.1,5,0,0,2,0,0,0
2003-01-13,172,182,900,1,-999,B7.1,7,0,0,5,0,0,0
2003-01-14,164,176,930,2,-999,B6.2,9,0,0,0,0,0,0
2003-01-15,150,173,810,1,-999,B4.6,1,0,0,1,0,0,0
2003-01-16,145,135,690,0,-999,B4.1,3,0,0,0,2,0,0
2003-01-17,142,150,630,0,-999,B3.6,1,0,0,1,0,0,0
2003-01-18,137,148,600,0,-999,B3.5,0,0,0,0,0,0,0
2003-01-19,130,168,710,3,-999,B3.5,0,0,0,1,0,0,0
2003-01-20,138,184,690,4,-999,B4.2,5,0,0,5,0,0,0
2003-01-21,134,167,770,2,-999,B5.4,7,1,0,5,0,0,0
2003-01-22,130,152,600,0,-999,B3.4,2,1,0,3,1,0,0
2003-01-23,136,123,650,0,-999,B4.2,2,2,0,9,2,0,0
2003-01-24,130,129,770,0,-999,B4.4,3,1,0,3,2,0,0
2003-01-25,129,103,470,0,-999,B3.2,4,0,0,1,0,0,0
2003-01-26,125,133,510,3,-999,B2.6,1,0,0,1,0,0,0
2003-01-27,121,134,380,1,-999,B2.0,1,0,0,3,0,0,0
2003-01-28,126,133,490,1,-999,B2.0,1,0,0,1,0,0,0
2003-01-29,124,173,680,1,-999,B2.5,2,0,0,2,0,0,0
2003-01-30,121,105,470,0,-999,B1.9,0,0,0,0,1,0,0
2003-01-31,120,96,410,0,-999,B2.8,3,0,0,0,0,0,0
2003-02-01,126,75,460,1,-999,B4.5,8,1,0,3,0,0,0
2003-02-02,127,61,430,0,-999,B4.2,7,0,0,5,0,0,0
2003-02-03,133,69,450,0,-999,B3.9,1,0,0,0,0,0,0
2003-02-04,135,77,470,2,-999,B3.9,2,0,0,1,0,0,0
2003-02-05,140,89,430,1,-999,B4.0,2,0,0,3,0,0,0
2003-02-06,150,135,510,2,-999,B5.9,4,1,0,16,1,0,0
2003-02-07,147,153,490,2,-999,B3.8,1,0,0,2,0,0,0
2003-02-08,139,162,470,2,-999,B3.1,1,0,0,0,0,0,0
2003-02-09,141,194,430,1,-999,B3.2,0,0,0,2,0,0,0
2003-02-10,136,163,290,0,-999,B3.1,2,0,0,0,0,0,0
2003-02-11,135,134,250,0,-999,B3.1,1,0,0,2,0,0,0
2003-02-12,132,119,260,0,-999,B2.9,4,0,0,4,1,0,0
2003-02-13,131,113,250,0,-999,B2.7,2,0,0,4,0,0,0
2003-02-14,131,113,270,1,-999,B4.1,9,1,0,2,1,0,0
2003-02-15,124,96,210,1,-999,B4.7,4,0,0,1,0,0,0
2003-02-16,119,41,100,0,-999,B2.8,3,0,0,0,0,0,0
2003-02-17,112,16,50,0,-999,B2.3,2,0,0,0,0,0,0
2003-02-18,110,51,60,2,-999,B1.4,0,0,0,0,0,0,0
2003-02-19,116,57,240,0,-999,B1.9,2,0,0,7,0,0,0
2003-02-20,118,66,590,0,-999,B2.8,2,0,0,2,0,0,0
2003-02-21,120,87,520,1,-999,B4.5,10,0,0,3,0,0,0
2003-02-22,107,53,400,0,-999,B2.2,7,0,0,5,0,0,0
2003-02-23,104,41,380,0,-999,B1.0,0,0,0,0,0,0,0
2003-02-24,102,44,270,0,-999,A8.0,1,0,0,1,0,0,0
2003-02-25,102,48,210,1,-999,A9.4,0,0,0,2,0,0,0
2003-02-26,109,45,220,0,-999,B2.2,0,0,0,1,0,0,0
2003-02-27,118,82,250,3,-999,B4.1,2,0,0,0,0,0,0
2003-02-28,125,77,510,1,-999,B4.5,5,0,0,2,0,0,0
2003-03-01,138,73,850,1,-999,B5.1,7,0,0,2,0,0,0
2003-03-02,147,67,840,0,-999,B5.3,5,0,0,5,0,0,0
2003-03-03,149,136,900,3,-999,B3.7,1,0,0,0,0,0,0
2003-03-04,146,160,950,2,-999,B3.7,0,0,0,0,0,0,0
2003-03-05,149,138,790,0,-999,B3.4,0,0,0,2,0,0,0
2003-03-06,150,132,660,0,-999,B4.1,0,0,0,0,0,0,0
2003-03-07,150,191,960,4,-999,B3.8,0,0,0,0,0,0,0
2003-03-08,148,203,1220,2,-999,B3.7,2,0,0,2,0,0,0
2003-03-09,153,224,1410,3,-999,B3.8,5,0,0,6,0,0,0
2003-03-10,144,214,1240,1,-999,B3.3,2,0,0,2,0,0,0
2003-03-11,142,142,1080,0,-999,B2.9,1,0,0,1,0,0,0
2003-03-12,138,109,990,0,-999,B2.6,0,0,0,1,0,0,0
2003-03-13,134,88,770,1,-999,B2.6,1,0,0,4,0,0,0
2003-03-14,139,114,840,1,-999,B2.5,1,0,0,0,0,0,0
2003-03-15,131,124,1010,1,-999,B2.5,3,0,0,1,0,0,0
2003-03-16,129,121,1140,0,-999,B3.5,3,0,0,2,0,0,0
2003-03-17,125,80,1080,0,-999,B3.0,6,0,1,2,1,0,0
2003-03-18,118,64,1010,1,-999,B4.2,10,2,1,5,4,1,0
2003-03-19,108,53,650,0,-999,B3.6,16,4,0,6,2,2,0
2003-03-20,97,45,400,1,-999,B2.1,1,1,0,1,1,0,0
2003-03-21,91,40,200,0,-999,B1.6,2,0,0,0,0,0,0
2003-03-22,89,40,70,1,-999,B1.4,3,0,0,0,0,0,0
2003-03-23,93,43,110,1,-999,B1.3,2,0,0,0,0,0,0
2003-03-24,98,64,190,2,-999,B1.6,2,0,0,0,0,0,0
2003-03-25,109,89,480,2,-999,B1.7,0,0,0,5,0,0,0
2003-03-26,127,116,640,0,-999,B3.3,2,0,0,3,0,0,0
2003-03-27,141,156,1030,2,-999,B4.2,8,0,0,0,0,0,0
2003-03-28,147,189,1280,1,-999,B3.4,0,0,0,0,0,0,0
2003-03-29,155,155,1120,0,-999,B4.3,9,0,0,6,1,0,0
2003-03-30,155,176,1270,0,-999,B3.8,3,0,0,1,0,0,0
2003-03-31,160,165,1040,2,-999,B3.8,3,0,0,2,0,0,0
2003-04-01,153,161,1050,0,-999,B4.0,2,0,0,2,0,0,0
2003-04-02,158,189,1150,0,-999,B5.1,6,0,0,4,0,0,0
2003-04-03,156,154,1160,2,-999,B6.4,9,0,0,5,1,0,0
2003-04-04,153,148,1320,0,-999,B8.4,12,1,0,16,1,0,0
2003-04-05,137,94,1110,1,-999,B5.0,8,0,0,2,0,0,0
2003-04-06,126,75,800,0,-999,B3.3,2,0,0,1,0,0,0
2003-04-07,116,77,730,1,-999,B2.6,2,0,0,0,0,0,0
2003-04-08,112,52,700,0,-999,B2.0,0,0,0,1,0,0,0
2003-04-09,109,88,660,1,-999,B2.1,5,1,0,2,1,0,0
2003-04-10,103,66,520,1,-999,B1.4,0,0,0,0,0,0,1
2003-04-11,103,49,480,0,-999,B1.3,2,0,0,0,0,0,0
2003-04-12,102,60,460,0,-999,B1.2,0,0,0,0,0,0,0
2003-04-13,102,61,490,1,-999,B1.2,1,0,0,1,0,0,0
2003-04-14,102,63,430,0,-999,B1.2,1,0,0,1,0,0,0
2003-04-15,101,54,320,0,-999,B1.1,0,0,0,0,0,0,0
2003-04-16,99,40,80,0,-999,B1.2,0,0,0,0,0,0,0
2003-04-17,101,37,170,1,-999,B1.6,1,0,0,0,0,0,0
2003-04-18,108,51,420,1,-999,B2.1,0,1,0,0,0,0,0
2003-04-19,112,69,440,1,-999,B2.1,0,0,0,1,0,0,0
2003-04-20,119,93,600,1,-999,B2.3,1,0,0,3,0,0,0
2003-04-21,126,154,640,2,-999,B3.0,3,1,0,6,1,0,0
2003-04-22,132,147,570,1,-999,B4.7,5,0,0,3,0,0,0
2003-04-23,133,152,670,1,-999,B4.9,5,2,0,1,2,0,0
2003-04-24,128,171,690,3,-999,B4.1,9,1,0,4,1,0,0
2003-04-25,144,173,950,0,-999,B6.3,10,1,0,6,0,0,0
2003-04-26,144,193,1270,3,-999,B5.3,8,4,0,9,1,0,0
2003-04-27,154,200,1370,0,-999,B7.1,10,1,0,5,0,1,0
2003-04-28,152,175,1460,0,-999,B5.7,7,0,0,2,0,0,0
2003-04-29,155,224,1640,0,-999,B5.8,13,1,0,4,1,0,0
2003-04-30,154,160,1390,2,-999,B4.3,2,0,0,1,0,0,0
2003-05-01,149,171,1710,1,-999,B5.2,14,0,0,7,0,0,0
2003-05-02,144,175,1750,0,-999,B3.6,3,1,0,6,0,0,0
2003-05-03,148,134,1440,0,-999,B5.4,2,0,0,2,0,0,0
2003-05-04,142,172,1850,2,-999,B5.8,4,0,0,6,0,0,0
2003-05-05,129,144,1400,1,-999,B5.1,4,0,0,3,0,0,0
2003-05-06,129,117,1480,0,-999,B5.4,7,0,0,1,0,0,0
2003-05-07,110,109,1160,0,-999,B6.0,9,0,0,2,0,0,0
2003-05-08,101,33,300,0,-999,B5.3,3,0,0,0,0,0,0
2003-05-09,97,23,320,1,-999,B2.7,1,0,0,0,0,0,0
2003-05-10,93,22,180,0,-999,B1.2,0,0,0,0,0,0,0
2003-05-11,92,47,250,1,-999,A8.2,0,0,0,0,0,0,0
2003-05-12,94,66,310,2,-999,A7.4,0,0,0,0,0,0,0
2003-05-13,96,59,190,0,-999,A9.7,0,0,0,0,0,0,0
2003-05-14,96,75,210,1,-999,B1.0,0,0,0,0,0,0,0
2003-05-15,99,97,290,2,-999,B1.3,0,0,0,0,0,0,0
2003-05-16,103,97,400,0,-999,B1.5,0,0,0,1,0,0,0
2003-05-17,102,81,290,0,-999,B1.6,0,0,0,1,0,0,0
2003-05-18,109,79,180,1,-999,B1.7,0,0,0,1,0,0,0
2003-05-19,115,75,190,1,-999,B2.0,0,0,0,1,0,0,0
2003-05-20,124,77,370,1,-999,B2.4,4,0,0,3,0,0,0
2003-05-21,119,79,300,0,-999,B2.6,1,0,0,0,0,0,0
2003-05-22,118,110,500,3,-999,B2.7,4,0,0,2,0,0,0
2003-05-23,118,87,330,2,-999,B2.5,0,0,0,1,0,0,0
2003-05-24,117,84,320,0,-999,B2.7,0,0,0,0,0,0,0
2003-05-25,121,51,360,0,-999,B2.5,1,0,0,6,0,0,0
2003-05-26,125,65,400,0,-999,B3.5,4,2,0,1,2,0,0
2003-05-27,129,116,680,3,-999,B4.3,3,2,1,4,2,2,0
2003-05-28,130,116,1130,1,-999,B5.9,16,0,1,17,1,0,0
2003-05-29,138,98,1150,0,-999,B3.0,1,2,1,1,2,1,0
2003-05-30,117,62,940,0,-999,B3.3,4,0,0,8,1,0,0
2003-05-31,113,57,670,0,-999,B4.5,4,1,0,4,0,1,0
2003-06-01,112,66,720,1,-999,B6.8,7,5,0,3,0,0,0
2003-06-02,121,61,570,1,-999,C1.1,3,4,0,18,1,0,0
2003-06-03,115,54,580,0,-999,B3.8,5,0,0,3,0,0,0
2003-06-04,106,74,600,1,-999,B2.4,1,0,0,0,0,0,0
2003-06-05,114,95,590,1,-999,B3.6,3,0,0,2,0,0,0
2003-06-06,126,98,760,1,-999,B5.7,10,1,0,5,2,0,0
2003-06-07,133,125,1200,1,-999,B6.2,10,0,0,4,0,0,0
2003-06-08,153,167,1630,0,-999,B7.9,14,1,0,17,1,1,0
2003-06-09,158,176,1770,1,-999,C1.8,13,2,1,15,1,0,0
2003-06-10,177,207,1950,1,-999,C2.1,2,9,1,17,4,3,0
2003-06-11,193,178,2160,1,-999,C3.3,2,8,1,19,4,0,0
2003-06-12,164,168,2110,1,-999,C1.8,11,4,0,25,2,0,0
2003-06-13,151,149,1400,0,-999,C2.1,3,3,0,12,0,0,0
2003-06-14,134,91,460,0,-999,C1.2,4,1,0,2,0,0,0
2003-06-15,129,111,480,1,-999,B5.8,7,0,1,3,0,0,0
2003-06-16,123,91,460,1,-999,B3.6,1,2,0,4,0,0,0
2003-06-17,122,80,520,0,-999,B2.8,4,1,0,4,1,0,0
2003-06-18,120,99,610,1,-999,B3.2,0,0,0,6,0,0,0
2003-06-19,123,108,540,1,-999,B2.9,0,0,0,0,0,0,0
2003-06-20,117,121,590,1,-999,B3.0,3,0,0,2,0,0,0
2003-06-21,115,118,530,0,-999,B2.6,4,0,0,3,0,0,0
2003-06-22,110,94,570,1,-999,B1.7,2,0,0,2,0,0,0
2003-06-23,114,104,540,1,-999,B1.9,0,0,0,2,0,0,0
2003-06-24,115,131,570,2,-999,B2.9,4,0,0,7,0,0,0
2003-06-25,116,115,680,0,-999,B2.4,2,0,0,1,0,0,0
2003-06-26,119,122,590,2,-999,B3.7,3,0,0,0,0,0,0
2003-06-27,124,128,670,2,-999,B3.8,5,0,0,0,0,0,0
2003-06-28,124,151,1120,0,-999,B4.1,3,0,0,0,0,0,0
2003-06-29,127,112,1200,0,-999,B3.7,4,0,0,3,0,0,0
2003-06-30,128,159,1260,2,-999,B4.5,6,0,0,6,1,0,0
2003-07-01,131,138,1130,1,-999,B3.8,4,0,0,1,0,0,0
